seed,ifile_name,ifile_number,tpsExtermination,radiusInfestMax,SdM,SdC,SaM,SaC,deltaSa,deltaSd,actionManager,actionController,diffRisqueGlobal,infecteTotal,infecteVariete1,infecteVariete2
-556984085,random_rep,2.0,30.0,8.0,0.4,0.0,0.2,0.0,0.05,0.0,true,false,0.5,0.7336,0.29116684841875684,0.5886041439476554
343902425,random_rep,2.0,30.0,8.0,0.4,0.0,0.2,0.0,0.05,0.05,true,false,0.5,0.743,0.3641991924629879,0.4671601615074024
1802435681,random_rep,2.0,30.0,8.0,0.4,0.0,0.2,0.0,0.05,0.1,true,false,0.5,0.8483,0.3944359306848992,0.42638217611693974
1033860698,random_rep,2.0,30.0,8.0,0.4,0.0,0.2,0.0,0.1,0.0,true,false,0.5,0.8477,0.2522118674059219,0.6515276630883567
-1676717963,random_rep,2.0,30.0,8.0,0.4,0.0,0.2,0.0,0.1,0.05,true,false,0.5,0.904,0.3526548672566372,0.5195796460176991
533763583,random_rep,2.0,30.0,8.0,0.4,0.0,0.2,0.0,0.1,0.1,true,false,0.5,0.0,0.0,0.0
1848662176,random_rep,2.0,30.0,8.0,0.4,0.0,0.30000000000000004,0.0,0.0,0.0,true,false,0.5,0.909,0.23234323432343235,0.6701870187018701
606758433,random_rep,2.0,30.0,8.0,0.4,0.0,0.30000000000000004,0.0,0.0,0.05,true,false,0.5,0.9769,0.3669771726891186,0.48346811342000207
-917599683,random_rep,2.0,30.0,8.0,0.4,0.0,0.30000000000000004,0.0,0.0,0.1,true,false,0.5,0.0,0.0,0.0
1748869717,random_rep,5.0,30.0,8.0,0.1,0.0,0.5,0.0,0.05,0.0,true,false,0.5,0.6503,0.3499923112409657,0.30447485775795785
1233058803,random_rep,5.0,30.0,8.0,0.1,0.0,0.5,0.0,0.05,0.05,true,false,0.5,0.9996,0.3371348539415766,0.3344337735094038
-2076820259,random_rep,5.0,30.0,8.0,0.1,0.0,0.5,0.0,0.05,0.1,true,false,0.5,0.9968,0.33557383627608345,0.3320626003210273
1409583990,random_rep,5.0,30.0,8.0,0.1,0.0,0.30000000000000004,0.0,0.0,0.05,true,false,0.5,0.9999,0.3536353635363536,0.33913391339133914
98159900,random_rep,5.0,30.0,8.0,0.1,0.0,0.5,0.0,0.1,0.0,true,false,0.5,0.9587,0.3546469177010535,0.32836132262438716
-1868551352,random_rep,5.0,30.0,8.0,0.1,0.0,0.5,0.0,0.1,0.05,true,false,0.5,0.6859,0.36127715410409683,0.2891091995917772
42859572,random_rep,5.0,30.0,8.0,0.1,0.0,0.5,0.0,0.1,0.1,true,false,0.5,0.7859,0.3448275862068966,0.3072910039445222
2079718588,random_rep,5.0,30.0,8.0,0.2,0.0,0.1,0.0,0.0,0.0,true,false,0.5,0.0,0.0,0.0
-1815970940,random_rep,5.0,30.0,8.0,0.2,0.0,0.1,0.0,0.0,0.05,true,false,0.5,0.0,0.0,0.0
