"BehaviorSpace results (NetLogo 6.0.2)"
"COMPOTE.nlogo"
"experiment-dynDesease"
"06/13/2018 17:02:07:712 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","99","0","99"
"[run number]","i-nb_managers","i-Svar1","i-radiusInfestMax","i-alpha","i-betap","i-Svar2","i-rProd","i-file_number","i-file_name","i-tpsExtermination","i-Svar3","i-Iinit","[step]","pct_infected_tot","pct_var1","pct_var2"
"418","0","0.5","8","1","0.5","0.1","0.25","10","""polygon_gem100_rep""","60","0.9","0.005","450","0.8602","0.2915","0.2626"
"413","0","0.5","16","1","0.5","0.1","0.25","9","""polygon_gem100_rep""","60","0.9","0.005","450","1","0.3741","0.2848"
"421","0","0.5","1","1","0.5","0.1","0.25","1","""polygon_gem1000_rep""","60","0.9","0.005","450","1.0E-4","0","0"
"422","0","0.5","2","1","0.5","0.1","0.25","1","""polygon_gem1000_rep""","60","0.9","0.005","450","0.0054","0.0013","0.0015"
"423","0","0.5","4","1","0.5","0.1","0.25","1","""polygon_gem1000_rep""","60","0.9","0.005","450","0.2542","0.0843","0.0721"
"372","0","0.5","32","1","0.5","0.1","0.25","2","""polygon_gem100_rep""","60","0.9","0.005","450","1","0.3441","0.3319"
"402","0","0.5","32","1","0.5","0.1","0.25","7","""polygon_gem100_rep""","60","0.9","0.005","450","1","0.3132","0.3526"
"424","0","0.5","8","1","0.5","0.1","0.25","1","""polygon_gem1000_rep""","60","0.9","0.005","450","0.6536","0.2165","0.1976"
"419","0","0.5","16","1","0.5","0.1","0.25","10","""polygon_gem100_rep""","60","0.9","0.005","450","0.9987","0.3147","0.3434"
"427","0","0.5","1","1","0.5","0.1","0.25","2","""polygon_gem1000_rep""","60","0.9","0.005","450","1.0E-4","0","1.0E-4"
"428","0","0.5","2","1","0.5","0.1","0.25","2","""polygon_gem1000_rep""","60","0.9","0.005","450","0.0363","0.0133","0.0039"
"429","0","0.5","4","1","0.5","0.1","0.25","2","""polygon_gem1000_rep""","60","0.9","0.005","450","0.2271","0.0785","0.068"
"430","0","0.5","8","1","0.5","0.1","0.25","2","""polygon_gem1000_rep""","60","0.9","0.005","450","0.6894","0.2477","0.2014"
"425","0","0.5","16","1","0.5","0.1","0.25","1","""polygon_gem1000_rep""","60","0.9","0.005","450","0.9999","0.3402","0.332"
"408","0","0.5","32","1","0.5","0.1","0.25","8","""polygon_gem100_rep""","60","0.9","0.005","450","0.999","0.3744","0.314"
"434","0","0.5","2","1","0.5","0.1","0.25","3","""polygon_gem1000_rep""","60","0.9","0.005","450","0.0256","0.0112","0.0036"
"433","0","0.5","1","1","0.5","0.1","0.25","3","""polygon_gem1000_rep""","60","0.9","0.005","450","1.0E-4","0","0"
"435","0","0.5","4","1","0.5","0.1","0.25","3","""polygon_gem1000_rep""","60","0.9","0.005","450","0.2258","0.0765","0.0559"
"431","0","0.5","16","1","0.5","0.1","0.25","2","""polygon_gem1000_rep""","60","0.9","0.005","450","0.9999","0.3377","0.3291"
"414","0","0.5","32","1","0.5","0.1","0.25","9","""polygon_gem100_rep""","60","0.9","0.005","450","1","0.3741","0.2848"
"436","0","0.5","8","1","0.5","0.1","0.25","3","""polygon_gem1000_rep""","60","0.9","0.005","450","0.8168","0.281","0.2519"
"439","0","0.5","1","1","0.5","0.1","0.25","4","""polygon_gem1000_rep""","60","0.9","0.005","450","1.0E-4","0","0"
"440","0","0.5","2","1","0.5","0.1","0.25","4","""polygon_gem1000_rep""","60","0.9","0.005","450","0.0375","0.015","0.006"
"441","0","0.5","4","1","0.5","0.1","0.25","4","""polygon_gem1000_rep""","60","0.9","0.005","450","0.2654","0.094","0.0799"
"396","0","0.5","32","1","0.5","0.1","0.25","6","""polygon_gem100_rep""","60","0.9","0.005","450","1","0.3195","0.3459"
"442","0","0.5","8","1","0.5","0.1","0.25","4","""polygon_gem1000_rep""","60","0.9","0.005","450","0.8483","0.2902","0.2604"
"445","0","0.5","1","1","0.5","0.1","0.25","5","""polygon_gem1000_rep""","60","0.9","0.005","450","1.0E-4","0","1.0E-4"
"446","0","0.5","2","1","0.5","0.1","0.25","5","""polygon_gem1000_rep""","60","0.9","0.005","450","0.0297","0.0132","0.0056"
"447","0","0.5","4","1","0.5","0.1","0.25","5","""polygon_gem1000_rep""","60","0.9","0.005","450","0.273","0.0998","0.0747"
"437","0","0.5","16","1","0.5","0.1","0.25","3","""polygon_gem1000_rep""","60","0.9","0.005","450","0.998","0.3345","0.3304"
"448","0","0.5","8","1","0.5","0.1","0.25","5","""polygon_gem1000_rep""","60","0.9","0.005","450","0.9532","0.3176","0.3087"
"443","0","0.5","16","1","0.5","0.1","0.25","4","""polygon_gem1000_rep""","60","0.9","0.005","450","1","0.3302","0.3389"
"451","0","0.5","1","1","0.5","0.1","0.25","6","""polygon_gem1000_rep""","60","0.9","0.005","450","1.0E-4","1.0E-4","0"
"452","0","0.5","2","1","0.5","0.1","0.25","6","""polygon_gem1000_rep""","60","0.9","0.005","450","0.0308","0.0096","0.0085"
"453","0","0.5","4","1","0.5","0.1","0.25","6","""polygon_gem1000_rep""","60","0.9","0.005","450","0.08","0.027","0.0228"
"420","0","0.5","32","1","0.5","0.1","0.25","10","""polygon_gem100_rep""","60","0.9","0.005","450","1","0.3147","0.3447"
"426","0","0.5","32","1","0.5","0.1","0.25","1","""polygon_gem1000_rep""","60","0.9","0.005","450","1","0.3402","0.3321"
"454","0","0.5","8","1","0.5","0.1","0.25","6","""polygon_gem1000_rep""","60","0.9","0.005","450","0.6961","0.2364","0.2118"
"457","0","0.5","1","1","0.5","0.1","0.25","7","""polygon_gem1000_rep""","60","0.9","0.005","450","1.0E-4","0","0"
"458","0","0.5","2","1","0.5","0.1","0.25","7","""polygon_gem1000_rep""","60","0.9","0.005","450","0.0289","0.0118","0.0042"
"459","0","0.5","4","1","0.5","0.1","0.25","7","""polygon_gem1000_rep""","60","0.9","0.005","450","0.2601","0.084","0.078"
"449","0","0.5","16","1","0.5","0.1","0.25","5","""polygon_gem1000_rep""","60","0.9","0.005","450","0.9999","0.3303","0.3349"
"460","0","0.5","8","1","0.5","0.1","0.25","7","""polygon_gem1000_rep""","60","0.9","0.005","450","0.5594","0.189","0.1766"
"432","0","0.5","32","1","0.5","0.1","0.25","2","""polygon_gem1000_rep""","60","0.9","0.005","450","1","0.3377","0.3292"
"463","0","0.5","1","1","0.5","0.1","0.25","8","""polygon_gem1000_rep""","60","0.9","0.005","450","1.0E-4","0","1.0E-4"
"464","0","0.5","2","1","0.5","0.1","0.25","8","""polygon_gem1000_rep""","60","0.9","0.005","450","0.0123","0.0049","0.0037"
"455","0","0.5","16","1","0.5","0.1","0.25","6","""polygon_gem1000_rep""","60","0.9","0.005","450","0.9999","0.3314","0.3307"
"465","0","0.5","4","1","0.5","0.1","0.25","8","""polygon_gem1000_rep""","60","0.9","0.005","450","0.2915","0.0954","0.0842"
"466","0","0.5","8","1","0.5","0.1","0.25","8","""polygon_gem1000_rep""","60","0.9","0.005","450","0.7831","0.2624","0.2475"
"438","0","0.5","32","1","0.5","0.1","0.25","3","""polygon_gem1000_rep""","60","0.9","0.005","450","1","0.3345","0.3324"
"461","0","0.5","16","1","0.5","0.1","0.25","7","""polygon_gem1000_rep""","60","0.9","0.005","450","1","0.3339","0.3383"
"469","0","0.5","1","1","0.5","0.1","0.25","9","""polygon_gem1000_rep""","60","0.9","0.005","450","1.0E-4","0","0"
"470","0","0.5","2","1","0.5","0.1","0.25","9","""polygon_gem1000_rep""","60","0.9","0.005","450","0.0471","0.0162","0.008"
"471","0","0.5","4","1","0.5","0.1","0.25","9","""polygon_gem1000_rep""","60","0.9","0.005","450","0.3044","0.1102","0.0882"
"472","0","0.5","8","1","0.5","0.1","0.25","9","""polygon_gem1000_rep""","60","0.9","0.005","450","0.7307","0.2622","0.2243"
"467","0","0.5","16","1","0.5","0.1","0.25","8","""polygon_gem1000_rep""","60","0.9","0.005","450","1","0.3325","0.3337"
"475","0","0.5","1","1","0.5","0.1","0.25","10","""polygon_gem1000_rep""","60","0.9","0.005","450","1.0E-4","0","1.0E-4"
"476","0","0.5","2","1","0.5","0.1","0.25","10","""polygon_gem1000_rep""","60","0.9","0.005","450","0.0094","0.0063","0.002"
"477","0","0.5","4","1","0.5","0.1","0.25","10","""polygon_gem1000_rep""","60","0.9","0.005","450","0.0963","0.033","0.036"
"478","0","0.5","8","1","0.5","0.1","0.25","10","""polygon_gem1000_rep""","60","0.9","0.005","450","0.6946","0.231","0.224"
"473","0","0.5","16","1","0.5","0.1","0.25","9","""polygon_gem1000_rep""","60","0.9","0.005","450","0.9997","0.3325","0.3343"
"456","0","0.5","32","1","0.5","0.1","0.25","6","""polygon_gem1000_rep""","60","0.9","0.005","450","1","0.3314","0.3308"
"481","0","0.5","1","1","0.5","0.1","0.25","1","""random_rep""","90","0.9","0.005","450","1.0E-4","1.0E-4","0"
"482","0","0.5","2","1","0.5","0.1","0.25","1","""random_rep""","90","0.9","0.005","450","0.0184","0.0066","0.0049"
"483","0","0.5","4","1","0.5","0.1","0.25","1","""random_rep""","90","0.9","0.005","450","0.1447","0.0523","0.0397"
"484","0","0.5","8","1","0.5","0.1","0.25","1","""random_rep""","90","0.9","0.005","450","0.6389","0.2224","0.1794"
"444","0","0.5","32","1","0.5","0.1","0.25","4","""polygon_gem1000_rep""","60","0.9","0.005","450","1","0.3302","0.3389"
"462","0","0.5","32","1","0.5","0.1","0.25","7","""polygon_gem1000_rep""","60","0.9","0.005","450","1","0.3339","0.3383"
"479","0","0.5","16","1","0.5","0.1","0.25","10","""polygon_gem1000_rep""","60","0.9","0.005","450","0.9924","0.332","0.3302"
"487","0","0.5","1","1","0.5","0.1","0.25","2","""random_rep""","90","0.9","0.005","450","1.0E-4","1.0E-4","0"
"488","0","0.5","2","1","0.5","0.1","0.25","2","""random_rep""","90","0.9","0.005","450","0.0148","0.0046","0.0045"
"489","0","0.5","4","1","0.5","0.1","0.25","2","""random_rep""","90","0.9","0.005","450","0.192","0.0678","0.0531"
"490","0","0.5","8","1","0.5","0.1","0.25","2","""random_rep""","90","0.9","0.005","450","0.6758","0.2391","0.1924"
"485","0","0.5","16","1","0.5","0.1","0.25","1","""random_rep""","90","0.9","0.005","450","0.9822","0.3302","0.3115"
"493","0","0.5","1","1","0.5","0.1","0.25","3","""random_rep""","90","0.9","0.005","450","1.0E-4","1.0E-4","0"
"468","0","0.5","32","1","0.5","0.1","0.25","8","""polygon_gem1000_rep""","60","0.9","0.005","450","0.9999","0.3325","0.3336"
"494","0","0.5","2","1","0.5","0.1","0.25","3","""random_rep""","90","0.9","0.005","450","0.0089","0.0023","0.0033"
"495","0","0.5","4","1","0.5","0.1","0.25","3","""random_rep""","90","0.9","0.005","450","0.1145","0.0366","0.0353"
"496","0","0.5","8","1","0.5","0.1","0.25","3","""random_rep""","90","0.9","0.005","450","0.6179","0.2125","0.1896"
"450","0","0.5","32","1","0.5","0.1","0.25","5","""polygon_gem1000_rep""","60","0.9","0.005","450","1","0.3303","0.335"
"491","0","0.5","16","1","0.5","0.1","0.25","2","""random_rep""","90","0.9","0.005","450","0.9964","0.334","0.3255"
"499","0","0.5","1","1","0.5","0.1","0.25","4","""random_rep""","90","0.9","0.005","450","1.0E-4","0","1.0E-4"
"500","0","0.5","2","1","0.5","0.1","0.25","4","""random_rep""","90","0.9","0.005","450","0.0123","0.0046","0.0033"
"501","0","0.5","4","1","0.5","0.1","0.25","4","""random_rep""","90","0.9","0.005","450","0.148","0.0513","0.0425"
"502","0","0.5","8","1","0.5","0.1","0.25","4","""random_rep""","90","0.9","0.005","450","0.7568","0.2561","0.2292"
"474","0","0.5","32","1","0.5","0.1","0.25","9","""polygon_gem1000_rep""","60","0.9","0.005","450","0.9997","0.3325","0.3343"
"505","0","0.5","1","1","0.5","0.1","0.25","5","""random_rep""","90","0.9","0.005","450","1.0E-4","0","1.0E-4"
"497","0","0.5","16","1","0.5","0.1","0.25","3","""random_rep""","90","0.9","0.005","450","0.9983","0.3341","0.3333"
"506","0","0.5","2","1","0.5","0.1","0.25","5","""random_rep""","90","0.9","0.005","450","0.0177","0.0051","0.0044"
"507","0","0.5","4","1","0.5","0.1","0.25","5","""random_rep""","90","0.9","0.005","450","0.1634","0.054","0.0509"
"508","0","0.5","8","1","0.5","0.1","0.25","5","""random_rep""","90","0.9","0.005","450","0.4491","0.1566","0.124"
"480","0","0.5","32","1","0.5","0.1","0.25","10","""polygon_gem1000_rep""","60","0.9","0.005","450","1","0.332","0.3378"
"511","0","0.5","1","1","0.5","0.1","0.25","6","""random_rep""","90","0.9","0.005","450","1.0E-4","0","1.0E-4"
"512","0","0.5","2","1","0.5","0.1","0.25","6","""random_rep""","90","0.9","0.005","450","0.0018","9.0E-4","5.0E-4"
"513","0","0.5","4","1","0.5","0.1","0.25","6","""random_rep""","90","0.9","0.005","450","0.2147","0.0737","0.0612"
"509","0","0.5","16","1","0.5","0.1","0.25","5","""random_rep""","90","0.9","0.005","450","0.9609","0.3209","0.3"
"503","0","0.5","16","1","0.5","0.1","0.25","4","""random_rep""","90","0.9","0.005","450","0.9995","0.3288","0.3316"
"514","0","0.5","8","1","0.5","0.1","0.25","6","""random_rep""","90","0.9","0.005","450","0.7623","0.2534","0.2365"
"517","0","0.5","1","1","0.5","0.1","0.25","7","""random_rep""","90","0.9","0.005","450","1.0E-4","1.0E-4","0"
"518","0","0.5","2","1","0.5","0.1","0.25","7","""random_rep""","90","0.9","0.005","450","0.0065","0.0021","0.0022"
"519","0","0.5","4","1","0.5","0.1","0.25","7","""random_rep""","90","0.9","0.005","450","0.1254","0.0446","0.0355"
"520","0","0.5","8","1","0.5","0.1","0.25","7","""random_rep""","90","0.9","0.005","450","0.5119","0.1782","0.1502"
"498","0","0.5","32","1","0.5","0.1","0.25","3","""random_rep""","90","0.9","0.005","450","0.9995","0.3341","0.3345"
"515","0","0.5","16","1","0.5","0.1","0.25","6","""random_rep""","90","0.9","0.005","450","0.9968","0.3274","0.3317"
"523","0","0.5","1","1","0.5","0.1","0.25","8","""random_rep""","90","0.9","0.005","450","1.0E-4","0","1.0E-4"
"524","0","0.5","2","1","0.5","0.1","0.25","8","""random_rep""","90","0.9","0.005","450","0.0288","0.0103","0.0075"
"492","0","0.5","32","1","0.5","0.1","0.25","2","""random_rep""","90","0.9","0.005","450","1","0.334","0.3291"
"525","0","0.5","4","1","0.5","0.1","0.25","8","""random_rep""","90","0.9","0.005","450","0.1502","0.0527","0.0416"
"526","0","0.5","8","1","0.5","0.1","0.25","8","""random_rep""","90","0.9","0.005","450","0.7299","0.2523","0.215"
"521","0","0.5","16","1","0.5","0.1","0.25","7","""random_rep""","90","0.9","0.005","450","0.9985","0.3301","0.3311"
"529","0","0.5","1","1","0.5","0.1","0.25","9","""random_rep""","90","0.9","0.005","450","1.0E-4","0","1.0E-4"
"504","0","0.5","32","1","0.5","0.1","0.25","4","""random_rep""","90","0.9","0.005","450","1","0.3288","0.3321"
"530","0","0.5","2","1","0.5","0.1","0.25","9","""random_rep""","90","0.9","0.005","450","0.0209","0.0091","0.0048"
"531","0","0.5","4","1","0.5","0.1","0.25","9","""random_rep""","90","0.9","0.005","450","0.1158","0.0399","0.0355"
"486","0","0.5","32","1","0.5","0.1","0.25","1","""random_rep""","90","0.9","0.005","450","1","0.3311","0.328"
"532","0","0.5","8","1","0.5","0.1","0.25","9","""random_rep""","90","0.9","0.005","450","0.5814","0.1943","0.1793"
"535","0","0.5","1","1","0.5","0.1","0.25","10","""random_rep""","90","0.9","0.005","450","1.0E-4","0","0"
"527","0","0.5","16","1","0.5","0.1","0.25","8","""random_rep""","90","0.9","0.005","450","0.9987","0.3352","0.3266"
"536","0","0.5","2","1","0.5","0.1","0.25","10","""random_rep""","90","0.9","0.005","450","0.0292","0.0103","0.0079"
"537","0","0.5","4","1","0.5","0.1","0.25","10","""random_rep""","90","0.9","0.005","450","0.0719","0.0266","0.02"
"538","0","0.5","8","1","0.5","0.1","0.25","10","""random_rep""","90","0.9","0.005","450","0.5459","0.1891","0.1631"
"533","0","0.5","16","1","0.5","0.1","0.25","9","""random_rep""","90","0.9","0.005","450","0.9996","0.3275","0.3329"
"541","0","0.5","1","1","0.5","0.1","0.25","1","""polygon_gem10_rep""","90","0.9","0.005","450","1.0E-4","0","0"
"542","0","0.5","2","1","0.5","0.1","0.25","1","""polygon_gem10_rep""","90","0.9","0.005","450","0.0158","0.0123","0"
"543","0","0.5","4","1","0.5","0.1","0.25","1","""polygon_gem10_rep""","90","0.9","0.005","450","0.1075","0.1066","0"
"539","0","0.5","16","1","0.5","0.1","0.25","10","""random_rep""","90","0.9","0.005","450","0.9993","0.3384","0.3263"
"544","0","0.5","8","1","0.5","0.1","0.25","1","""polygon_gem10_rep""","90","0.9","0.005","450","0.5222","0.2795","0.0316"
"510","0","0.5","32","1","0.5","0.1","0.25","5","""random_rep""","90","0.9","0.005","450","1","0.3245","0.3342"
"547","0","0.5","1","1","0.5","0.1","0.25","2","""polygon_gem10_rep""","90","0.9","0.005","450","1.0E-4","0","1.0E-4"
"548","0","0.5","2","1","0.5","0.1","0.25","2","""polygon_gem10_rep""","90","0.9","0.005","450","0.0155","0.0144","0.0011"
"522","0","0.5","32","1","0.5","0.1","0.25","7","""random_rep""","90","0.9","0.005","450","0.9998","0.3301","0.3324"
"549","0","0.5","4","1","0.5","0.1","0.25","2","""polygon_gem10_rep""","90","0.9","0.005","450","0.1213","0.0629","0.0072"
"550","0","0.5","8","1","0.5","0.1","0.25","2","""polygon_gem10_rep""","90","0.9","0.005","450","0.6745","0.4025","0.0484"
"545","0","0.5","16","1","0.5","0.1","0.25","1","""polygon_gem10_rep""","90","0.9","0.005","450","0.9215","0.4375","0.1077"
"553","0","0.5","1","1","0.5","0.1","0.25","3","""polygon_gem10_rep""","90","0.9","0.005","450","1.0E-4","0","0"
"554","0","0.5","2","1","0.5","0.1","0.25","3","""polygon_gem10_rep""","90","0.9","0.005","450","0.0227","0.0227","0"
"555","0","0.5","4","1","0.5","0.1","0.25","3","""polygon_gem10_rep""","90","0.9","0.005","450","0.241","0.036","0.0079"
"551","0","0.5","16","1","0.5","0.1","0.25","2","""polygon_gem10_rep""","90","0.9","0.005","450","0.9178","0.4969","0.1457"
"528","0","0.5","32","1","0.5","0.1","0.25","8","""random_rep""","90","0.9","0.005","450","1","0.3352","0.3279"
"556","0","0.5","8","1","0.5","0.1","0.25","3","""polygon_gem10_rep""","90","0.9","0.005","450","0.892","0.4617","0.0859"
"559","0","0.5","1","1","0.5","0.1","0.25","4","""polygon_gem10_rep""","90","0.9","0.005","450","1.0E-4","0","1.0E-4"
"560","0","0.5","2","1","0.5","0.1","0.25","4","""polygon_gem10_rep""","90","0.9","0.005","450","0.0419","0","0.0028"
"561","0","0.5","4","1","0.5","0.1","0.25","4","""polygon_gem10_rep""","90","0.9","0.005","450","0.3027","0.1048","0.002"
"562","0","0.5","8","1","0.5","0.1","0.25","4","""polygon_gem10_rep""","90","0.9","0.005","450","0.6011","0.3554","0.0197"
"557","0","0.5","16","1","0.5","0.1","0.25","3","""polygon_gem10_rep""","90","0.9","0.005","450","0.8839","0.4373","0.1022"
"516","0","0.5","32","1","0.5","0.1","0.25","6","""random_rep""","90","0.9","0.005","450","1","0.3274","0.3349"
"565","0","0.5","1","1","0.5","0.1","0.25","5","""polygon_gem10_rep""","90","0.9","0.005","450","1.0E-4","0","0"
"552","0","0.5","32","1","0.5","0.1","0.25","2","""polygon_gem10_rep""","90","0.9","0.005","450","0.9369","0.4893","0.1724"
"546","0","0.5","32","1","0.5","0.1","0.25","1","""polygon_gem10_rep""","90","0.9","0.005","450","0.9713","0.4375","0.1575"
"567","0","0.5","4","1","0.5","0.1","0.25","5","""polygon_gem10_rep""","90","0.9","0.005","450","0.208","0.0604","0.0109"
"566","0","0.5","2","1","0.5","0.1","0.25","5","""polygon_gem10_rep""","90","0.9","0.005","450","0.051","0","0"
"568","0","0.5","8","1","0.5","0.1","0.25","5","""polygon_gem10_rep""","90","0.9","0.005","450","0.4251","0.2252","0.051"
"571","0","0.5","1","1","0.5","0.1","0.25","6","""polygon_gem10_rep""","90","0.9","0.005","450","1.0E-4","0","0"
"572","0","0.5","2","1","0.5","0.1","0.25","6","""polygon_gem10_rep""","90","0.9","0.005","450","0.0656","0","0"
"563","0","0.5","16","1","0.5","0.1","0.25","4","""polygon_gem10_rep""","90","0.9","0.005","450","0.9359","0.4147","0.1689"
"540","0","0.5","32","1","0.5","0.1","0.25","10","""random_rep""","90","0.9","0.005","450","1","0.3384","0.327"
"573","0","0.5","4","1","0.5","0.1","0.25","6","""polygon_gem10_rep""","90","0.9","0.005","450","0.1077","0.0915","0.0051"
"574","0","0.5","8","1","0.5","0.1","0.25","6","""polygon_gem10_rep""","90","0.9","0.005","450","0.8042","0.2426","0.1516"
"577","0","0.5","1","1","0.5","0.1","0.25","7","""polygon_gem10_rep""","90","0.9","0.005","450","1.0E-4","1.0E-4","0"
"578","0","0.5","2","1","0.5","0.1","0.25","7","""polygon_gem10_rep""","90","0.9","0.005","450","0.0563","0","0.0035"
"579","0","0.5","4","1","0.5","0.1","0.25","7","""polygon_gem10_rep""","90","0.9","0.005","450","0.001","0","0.001"
"580","0","0.5","8","1","0.5","0.1","0.25","7","""polygon_gem10_rep""","90","0.9","0.005","450","0.3185","0.0197","0.0698"
"569","0","0.5","16","1","0.5","0.1","0.25","5","""polygon_gem10_rep""","90","0.9","0.005","450","0.9677","0.3703","0.2402"
"581","0","0.5","16","1","0.5","0.1","0.25","7","""polygon_gem10_rep""","90","0.9","0.005","450","0.1403","0.0756","0.0629"
"583","0","0.5","1","1","0.5","0.1","0.25","8","""polygon_gem10_rep""","90","0.9","0.005","450","1.0E-4","0","0"
"584","0","0.5","2","1","0.5","0.1","0.25","8","""polygon_gem10_rep""","90","0.9","0.005","450","0.0214","0.0017","0.0017"
"585","0","0.5","4","1","0.5","0.1","0.25","8","""polygon_gem10_rep""","90","0.9","0.005","450","0.1024","0","0.0067"
"534","0","0.5","32","1","0.5","0.1","0.25","9","""random_rep""","90","0.9","0.005","450","1","0.3275","0.3333"
"586","0","0.5","8","1","0.5","0.1","0.25","8","""polygon_gem10_rep""","90","0.9","0.005","450","0.5963","0.2055","0.0801"
"575","0","0.5","16","1","0.5","0.1","0.25","6","""polygon_gem10_rep""","90","0.9","0.005","450","0.9919","0.312","0.2699"
"589","0","0.5","1","1","0.5","0.1","0.25","9","""polygon_gem10_rep""","90","0.9","0.005","450","1.0E-4","0","1.0E-4"
"590","0","0.5","2","1","0.5","0.1","0.25","9","""polygon_gem10_rep""","90","0.9","0.005","450","0.0575","0","5.0E-4"
"558","0","0.5","32","1","0.5","0.1","0.25","3","""polygon_gem10_rep""","90","0.9","0.005","450","1","0.5166","0.139"
"591","0","0.5","4","1","0.5","0.1","0.25","9","""polygon_gem10_rep""","90","0.9","0.005","450","0.1489","0.1088","0.0087"
"592","0","0.5","8","1","0.5","0.1","0.25","9","""polygon_gem10_rep""","90","0.9","0.005","450","0.4745","0.3277","0.0453"
"593","0","0.5","16","1","0.5","0.1","0.25","9","""polygon_gem10_rep""","90","0.9","0.005","450","0.7823","0.4119","0.2069"
"587","0","0.5","16","1","0.5","0.1","0.25","8","""polygon_gem10_rep""","90","0.9","0.005","450","0.9519","0.3758","0.2333"
"595","0","0.5","1","1","0.5","0.1","0.25","10","""polygon_gem10_rep""","90","0.9","0.005","450","1.0E-4","1.0E-4","0"
"596","0","0.5","2","1","0.5","0.1","0.25","10","""polygon_gem10_rep""","90","0.9","0.005","450","0.0455","0","0"
"597","0","0.5","4","1","0.5","0.1","0.25","10","""polygon_gem10_rep""","90","0.9","0.005","450","0.1765","0.0362","0.0139"
"576","0","0.5","32","1","0.5","0.1","0.25","6","""polygon_gem10_rep""","90","0.9","0.005","450","0.9995","0.312","0.2775"
"598","0","0.5","8","1","0.5","0.1","0.25","10","""polygon_gem10_rep""","90","0.9","0.005","450","0.7503","0.426","0.1068"
"601","0","0.5","1","1","0.5","0.1","0.25","1","""polygon_gem100_rep""","90","0.9","0.005","450","1.0E-4","0","1.0E-4"
"602","0","0.5","2","1","0.5","0.1","0.25","1","""polygon_gem100_rep""","90","0.9","0.005","450","5.0E-4","0","4.0E-4"
"603","0","0.5","4","1","0.5","0.1","0.25","1","""polygon_gem100_rep""","90","0.9","0.005","450","0.0564","0.0235","0.0112"
"564","0","0.5","32","1","0.5","0.1","0.25","4","""polygon_gem10_rep""","90","0.9","0.005","450","0.9992","0.4147","0.2322"
"604","0","0.5","8","1","0.5","0.1","0.25","1","""polygon_gem100_rep""","90","0.9","0.005","450","0.6579","0.2691","0.1518"
"599","0","0.5","16","1","0.5","0.1","0.25","10","""polygon_gem10_rep""","90","0.9","0.005","450","0.9009","0.4384","0.2097"
"582","0","0.5","32","1","0.5","0.1","0.25","7","""polygon_gem10_rep""","90","0.9","0.005","450","0.9991","0.3185","0.3777"
"607","0","0.5","1","1","0.5","0.1","0.25","2","""polygon_gem100_rep""","90","0.9","0.005","450","1.0E-4","1.0E-4","0"
"608","0","0.5","2","1","0.5","0.1","0.25","2","""polygon_gem100_rep""","90","0.9","0.005","450","0.0431","0.0106","6.0E-4"
"609","0","0.5","4","1","0.5","0.1","0.25","2","""polygon_gem100_rep""","90","0.9","0.005","450","0.2539","0.0768","0.0483"
"610","0","0.5","8","1","0.5","0.1","0.25","2","""polygon_gem100_rep""","90","0.9","0.005","450","0.2811","0.1013","0.0725"
"605","0","0.5","16","1","0.5","0.1","0.25","1","""polygon_gem100_rep""","90","0.9","0.005","450","0.804","0.3092","0.202"
"613","0","0.5","1","1","0.5","0.1","0.25","3","""polygon_gem100_rep""","90","0.9","0.005","450","1.0E-4","1.0E-4","0"
"614","0","0.5","2","1","0.5","0.1","0.25","3","""polygon_gem100_rep""","90","0.9","0.005","450","0.0358","0.0158","6.0E-4"
"615","0","0.5","4","1","0.5","0.1","0.25","3","""polygon_gem100_rep""","90","0.9","0.005","450","0.0317","0.0203","0.0067"
"616","0","0.5","8","1","0.5","0.1","0.25","3","""polygon_gem100_rep""","90","0.9","0.005","450","0.4007","0.1152","0.0931"
"588","0","0.5","32","1","0.5","0.1","0.25","8","""polygon_gem10_rep""","90","0.9","0.005","450","0.9971","0.3758","0.2785"
"594","0","0.5","32","1","0.5","0.1","0.25","9","""polygon_gem10_rep""","90","0.9","0.005","450","0.9652","0.4405","0.3612"
"611","0","0.5","16","1","0.5","0.1","0.25","2","""polygon_gem100_rep""","90","0.9","0.005","450","0.9974","0.3441","0.3293"
"619","0","0.5","1","1","0.5","0.1","0.25","4","""polygon_gem100_rep""","90","0.9","0.005","450","1.0E-4","0","0"
"620","0","0.5","2","1","0.5","0.1","0.25","4","""polygon_gem100_rep""","90","0.9","0.005","450","0.002","8.0E-4","0.0012"
"621","0","0.5","4","1","0.5","0.1","0.25","4","""polygon_gem100_rep""","90","0.9","0.005","450","0.0794","0.0381","0.0035"
"570","0","0.5","32","1","0.5","0.1","0.25","5","""polygon_gem10_rep""","90","0.9","0.005","450","0.9997","0.3703","0.2722"
"622","0","0.5","8","1","0.5","0.1","0.25","4","""polygon_gem100_rep""","90","0.9","0.005","450","0.6139","0.2469","0.1505"
"625","0","0.5","1","1","0.5","0.1","0.25","5","""polygon_gem100_rep""","90","0.9","0.005","450","1.0E-4","0","0"
"626","0","0.5","2","1","0.5","0.1","0.25","5","""polygon_gem100_rep""","90","0.9","0.005","450","0.0445","0.0088","0.0046"
"627","0","0.5","4","1","0.5","0.1","0.25","5","""polygon_gem100_rep""","90","0.9","0.005","450","0.153","0.0551","0.0275"
